Item No,Item Name,Collection,Product Type,"Department
(manual input)",Item Type,Gender,Line Status,PriceType,MSRP,UPC Code,Season,Catalog Status,MetalType,MetalColor,Case Shape,Watch Movement Type,Band Type,Band Color,Band Material,Watch Dial color,Watch crystal,Gem Type,Watch Case Diameter  (mm),Jlry Size,Jlry Dims,Length,Water Resistance (Meters),https://docs.google.com/spreadsheets/d/1_-9VqVemWseZXiEiXVuXxqIX4wOLo3l5Hhj5UnNy3rE/edit?gid=1368149032#gid=1368149032,Image Link 1,Image Link 2,IsImageFromURL
BVP1090-WSSC4,Bulova Sterling Silver 925 Classic Jewelry Mens Pendant,Bulova,Jewelry,Jewelry,Pendant,Mens,Core,1,$695.00,42429604971,2024 FALL,Catalog,Sterling Silver 925,Silver-Tone,,,,,,,,Diamond,,,,"24""",,"A statement piece from our exclusive Bulova Link? Collection, this cross amulet in sterling silver features tiny tuning forks in a cross hatch pattern intersected by two diagonal rows of white diamonds totaling 0.15 CTTW.  Rounded box link chain necklace in sterling silver adjusts from 24"" to 26"" with extender ring and pear shaped lobster clasp.  Pendant measures 25 MM L x 25 MM W.",https://bulova.widen.net/content/9gnhamj1q1/jpeg/BVP1090-WSSC4_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/rphdjfuyyt/jpeg/_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
BVP1090-YSSC4,Bulova Sterling Silver 925 Classic Jewelry Mens Pendant,Bulova,Jewelry,Jewelry,Pendant,Mens,Core,1,$695.00,42429602151,2024 FALL,Catalog,Sterling Silver 925,Silver-Tone,,,,,,,,Diamond,,,,"24""",,"A statement piece from our exclusive Bulova Link? Collection, this cross amulet in sterling silver features tiny tuning forks in a cross hatch pattern intersected by two diagonal rows of white diamonds totaling 0.15 CTTW.  Rounded box link chain necklace in sterling silver adjusts from 24"" to 26"" with extender ring and pear shaped lobster clasp.  Pendant measures 25 MM L x 25 MM W.",https://bulova.widen.net/content/9gnhamj1q1/jpeg/BVP1090-YSSC4_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/rphdjfuyyt/jpeg/_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
BVP1111-WSNA,Bulova Sterling Silver 925 Luxury Jewelry Mens Pendant,Bulova,Jewelry,Jewelry,Pendant,Mens,New,1,$595.00,42429605558,2025 SPRING,Catalog,Sterling Silver 925,Silver-Tone,,,,,,,,,,,,"24""",,"Sterling silver pendant features an antiqued-black frame surrounding a closeup of Chronos, the god of time, encircled by Roman numerals on a clock.  Pattern on reverse side is inspired by Bulova's iconic tuning fork logo.  Rounded box link chain necklace in sterling silver adjusts from 24"" to 26"" with extender ring and lobster clasp.  Pendant measures 32MM in diameter.",https://bulova.widen.net/content/ogqil1zmvx/jpeg/BVP1111-WSNA_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/o1mczhzpna/jpeg/_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
BVP1113-WSBLSATQ,Bulova Sterling Silver 925 Performance Jewelry Mens Pendant,Bulova,Jewelry,Jewelry,Pendant,Mens,New,1,$395.00,42429605602,2025 SPRING,Catalog,Sterling Silver 925,Silver-Tone,,,,,,,,Semi Precious,,,,"24""",,"Sterling silver pendant the color of sky and water features Turquoise, a sacred stone of protection and health.  Framed on all sides with lab-created blue sapphires totaling 0.20 CTTW.  Reverse side is etched with the Bulova brand name and logo. Rounded box link chain necklace in sterling silver adjusts from 24"" to 26"" with extender ring and lobster clasp.  Pendant measures 25MM L x 8MM W.  ",https://bulova.widen.net/content/dqndidjfgg/jpeg/BVP1113-WSBLSATQ_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/gqmxvxdgru/jpeg/_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
BVP1114-WLSTNA,Bulova Stainless Steel Luxury Jewelry Mens Pendant,Bulova,Jewelry,Jewelry,Pendant,Mens,New,1,$495.00,42429605770,2025 SPRING,Catalog,Stainless Steel,White,,,,,,,,,,,,"24""",,"What better way to honor Bulova's historic 1971 trip to the moon on Apollo 15, than with this dog tag pendant showcasing a dazzling slice of meteorite framed in polished and black two-tone stainless steel.  Pattern on reverse side is inspired by Bulova's iconic tuning fork logo.  Rounded box link chain necklace in stainless steel adjusts from 24"" to 26"" with extender ring and tuning fork clasp.  Pendant measures 40MM L x 24MM W.  ",https://bulova.widen.net/content/plmc3efmzx/jpeg/BVP1114-WLSTNA_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/yjwoo8zp6i/jpeg/_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
BVP1115-GSTNA,Bulova Stainless Steel Luxury Jewelry Mens Pendant,Bulova,Jewelry,Jewelry,Pendant,Mens,New,1,$275.00,42429605756,2025 SPRING,Catalog,Stainless Steel,Two-Tone,,,,,,,,,,,,"24""",,"Representing the intertwining of Bulova's history with American culture, this double-sided dog tag pendant celebrates both the American flag and Bulova's 150 Year Anniversary.  Made of two-tone matte finish stainless steel, the front side proudly features an etching of the stars and stripes, with 150BULOVA? etched on the reverse.  Rounded box link chain necklace in stainless steel adjusts from 24"" to 26"" with extender ring and tuning fork clasp.  Pendant measures 38MM L x 21MM W.  ",https://bulova.widen.net/content/yefupsxfl1/jpeg/BVP1115-GSTNA_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/8jwapg0tf4/jpeg/_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
BVP1121-WSAA,Bulova Sterling Silver 925 Luxury Jewelry Mens Pendant,Bulova,Jewelry,Jewelry,Pendant,Mens,New,1,$695.00,42429605787,2025 SPRING,Catalog,Sterling Silver 925,Silver-Tone,,,,,,,,Black Diamond,,,,"24""",,"Embrace your edgy and rebellious side with this show-stopping 3-D pendant in a spiked design shape which some believe is a protective shield against negative energy.  Front features black diamonds totaling 0.25 CTTW and reverse side is subtly etched with Bulova's iconic tuning fork logo.  Rounded box link chain necklace in sterling silver adjusts from 24"" to 26"" with extender ring and lobster clasp.  Pendant measures 31MM L.  ",https://bulova.widen.net/content/t754kk1qji/jpeg/BVP1121-WSAA_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/3ry4qfu8nn/jpeg/_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
BVP1123-YSNA,Bulova Sterling Silver 925 Luxury Jewelry Mens Pendant,Bulova,Jewelry,Jewelry,Pendant,Mens,New,1,$595.00,42429605794,2025 SPRING,Catalog,Sterling Silver 925,Gold-Tone,,,,,,,,,,,,"24""",,"Our Lady of Guadalupe, a sacred symbol of faith, hope and unconditional love, is featured on satin finish black rhodium plating.  Made of 14K gold-plated sterling silver, this pendant is in the form of a shield, a shape symbolizing protection and strength.  The reverse side is etched with the Bulova brand name and logo.  Rounded box link chain necklace in 14K gold-plated sterling silver adjusts from 24"" to 26"" with extender ring and lobster clasp.  Pendant measures 26MM L x 22MM W. ",https://bulova.widen.net/content/zjzww5kg1o/jpeg/BVP1123-YSNA_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/gq7bmuexzr/jpeg/_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
BVP1126-G5STLCS,Bulova Stainless Steel Luxury Jewelry Mens Pendant,Bulova,Jewelry,Jewelry,Pendant,Mens,New,1,$295.00,42429605763,2025 SPRING,Catalog,Stainless Steel,Rose Gold-Tone,,,,,,,,Semi Precious,,,,"24""",,"Part of the Bulova 150 Year Anniversary collection, this two-tone elongated dog tag pendant will certainly make an impression.  Combination of matte and polished rose-tone stainless steel surrounds a textured navy blue center, accented with one lab-created blue sapphire 0.03 CTTW.  Reverse side etched with 150BULOVA? and tuning fork logo.  Rounded box link chain necklace in polished rose-tone stainless steel adjusts from 24"" to 26"" with extender ring and tuning fork clasp. ",https://bulova.widen.net/content/qmwmkh0df0/jpeg/BVP1126-G5STLCS_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/dxzqapcdwd/jpeg/_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
BVR1007-WSQ7,Bulova Sterling Silver 925 Luxury Jewelry Mens Ring,Bulova,Jewelry,Jewelry,Ring,Mens,Core,1,$295.00,42429595996,2023 SPRING,Catalog,Sterling Silver 925,Silver-Tone,,,,,,,,,,"10""",,,,"The Crest of Bohemia is a celebration of the courageous. An ode to the bold. The lion is a symbol of strength and nobility, and an homage to our founder?s homeland. Perfect for the man with an audacious spirit, this ring is made of sterling silver and black enamel alternately surrounded by 4 white diamonds totaling 0.06 CTTW and 4 raised Bulova signature tuning forks.  Ring top measures 16 x 17MM.  Size 10.  All of our sterling silver is rhodium plated to give the jewelry a brilliant shine and provide enhanced durability.",https://bulova.widen.net/content/nzmcbcremy/jpeg/BVR1007-WSQ7-%20ALT%201.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://bulova.widen.net/content/eclbyabmlf/jpeg/BVR1007-WSQ7-%20ALT%202.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVR1009-YSSC5,Bulova Sterling Silver 925 Performance Jewelry Mens Ring,Bulova,Jewelry,Jewelry,Ring,Mens,core,1,$295.00,42429595859,2023 SPRING,Catalog,Sterling Silver 925,Gold-Tone,,,,,,,,,,"10""",,,,"For the intrepid soul symbolically navigating place and time, the Bulova Marine Star collection is inspired by both compass and clock.  Ring is made of 14K gold-plated sterling silver inlaid with black mother-of pearl and accented with four white diamonds totaling 0.02 CTTW.  Side etched with Bulova signature tuning fork logo.  Ring face measures 18MM in diameter.  Size 10.",https://bulova.widen.net/content/cimzibyzxk/jpeg/BVR1009-YSSC5-%20MAIN.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/zvvinpxvtw/jpeg/BVR1009-YSSC5-%20ALT%202.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
BVR1013-YSAAA,Bulova Sterling Silver 925 Luxury Jewelry Mens Ring,Bulova,Jewelry,Jewelry,Ring,Mens,Core,1,$595.00,42429595804,2023 SPRING,Catalog,Sterling Silver 925,Gold-Tone,,,,,,,,,,"10""",,,,Statement ring in 14K yellow gold-plated sterling silver inlaid with black diamonds totaling 0.50 CTTW.  Ring setting features a raised vertical trio of Bulova's iconic tuning fork symbols on both sides.  Ring top measures 16 x 16MM.  Size 10.,https://bulova.widen.net/content/bdq6vab18s/jpeg/BVR1013-YSAAA-%20ALT%201.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://bulova.widen.net/content/7katm73kkt/jpeg/BVR1013-YSAAA-%20ALT%202.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVR1015-WSNAA,Bulova Sterling Silver 925 Classic Jewelry Mens Ring,Bulova,Jewelry,Jewelry,Ring,Mens,core,1,$195.00,42429595699,2023 SPRING,Catalog,Sterling Silver 925,Silver-Tone,,,,,,,,,,"10""",,,,The fresh new Bulova Signature Link Collection abounds in both personality and presence.  This ring captures the essence of our historic tuning fork symbol in a solid continuous loop.  Made of rhodium-plated sterling silver in Size 10.,https://bulova.widen.net/content/vdlizzooja/jpeg/BVR1015-WSNAA-%20ALT%201.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/lhlmf7ubaa/jpeg/BVR1015-WSNAA-%20ALT%202.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
BVR1015-YSNAA,Bulova Sterling Silver 925 Classic Jewelry Mens Ring,Bulova,Jewelry,Jewelry,Ring,Mens,core,1,$195.00,42429595729,2023 SPRING,Catalog,Sterling Silver 925,Gold-Tone,,,,,,,,,,"10""",,,,The fresh new Bulova Signature Link Collection abounds in both personality and presence.  This ring captures the essence of our historic tuning fork symbol in a solid continuous loop.  Made of 14K gold-plated sterling silver in Size 10.,https://bulova.widen.net/content/nkaprfod0m/jpeg/BVR1015-YSNAA-%20ALT%201.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/zvxykpdngl/jpeg/BVR1015-YSNAA-%20ALT%202.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
BVR1016-WYSCRBSA,Bulova Sterling Silver 925 Classic Jewelry Mens Ring,Bulova,Jewelry,Jewelry,Ring,Mens,core,1,$495.00,42429595941,2023 SPRING,Catalog,Sterling Silver 925,Gold-Tone,,,,,,,,,,"10""",,,,"Two-tone barrel cut ring features a lab-created sapphire, a symbol of durability said to bring luck, loyalty and happiness.  Made of sterling silver in a ridged design.  Sides feature white diamonds totaling 0.10 CTTW and accented with 14K gold-plating subtly etched with Bulova signature tuning fork logo.  Size 10.",https://bulova.widen.net/content/ovnenwthwu/jpeg/BVR1016-WYSCRBSA-ALT%201.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/suy1h5e7vw/jpeg/BVR1016-WYSCRBSA-ALT%202.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
BVR1018-YSNA,Bulova Sterling Silver 925 Classic Jewelry Mens Ring,Bulova,Jewelry,Jewelry,Ring,Mens,Core,1,$295.00,42429602182,2024 FALL,Catalog,Sterling Silver 925,Two-Tone,,,,,,,,,,"10""",,,,"This distinguished two-tone sterling silver band ring is part of our exclusive Bulova Link? Collection, prominently featuring a center row of our historic tuning forks in 14K gold-plated sterling silver.  Size 10.",https://bulova.widen.net/content/7ao2kprh2d/jpeg/BVR1018-YSNA_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://citizenwatch.widen.net/content/pcmdbp32kt/jpeg/BVR1018-YSNAC-ALT-2.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVR1018-YSNAB,Bulova Sterling Silver 925 Classic Jewelry Mens Ring,Bulova,Jewelry,Jewelry,Ring,Mens,Core,1,$295.00,42429602175,2024 FALL,Catalog,Sterling Silver 925,Two-Tone,,,,,,,,,,"11""",,,,"This distinguished two-tone sterling silver band ring is part of our exclusive Bulova Link? Collection, prominently featuring a center row of our historic tuning forks in 14K gold-plated sterling silver.  Size 11.",https://citizenwatch.widen.net/content/ihifn8h3qt/jpeg/BVR1018-YSNAC-ALT-1.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://citizenwatch.widen.net/content/pcmdbp32kt/jpeg/BVR1018-YSNAC-ALT-2.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVR1018-YSNAC,Bulova Sterling Silver 925 Classic Jewelry Mens Ring,Bulova,Jewelry,Jewelry,Ring,Mens,Core,1,$295.00,42429602168,2024 FALL,Catalog,Sterling Silver 925,Two-Tone,,,,,,,,,,"12""",,,,"This distinguished two-tone sterling silver band ring is part of our exclusive Bulova Link? Collection, prominently featuring a center row of our historic tuning forks in 14K gold-plated sterling silver.  Size 12.",https://citizenwatch.widen.net/content/ihifn8h3qt/jpeg/BVR1018-YSNAC-ALT-1.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://citizenwatch.widen.net/content/pcmdbp32kt/jpeg/BVR1018-YSNAC-ALT-2.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVR1032-WSOX,Bulova Sterling Silver 925 Luxury Jewelry Mens Ring,Bulova,Jewelry,Jewelry,Ring,Mens,New,1,$395.00,42429605572,2025 SPRING,Catalog,Sterling Silver 925,Silver-Tone,,,,,,,,Semi Precious,,"10""",,,,"Stunning ring in rhodium-plated polished sterling silver showcases a faceted center stone made of semi-precious black onyx, a stone of protection, believed to promote physical strength and stamina.  Bulova's signature tuning forks are featured in two rows of top trim as well as on the interior design.  Center stone measures 10MM x 10MM.  Size 10.",https://bulova.widen.net/content/iul69rcfd8/jpeg/BVR1032-WSOX_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://citizenwatch.widen.net/content/btvgw0nvw4/jpeg/BVR1032-WSOXB-ALT%201.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVR1032-WSOXB,Bulova Sterling Silver 925 Luxury Jewelry Mens Ring,Bulova,Jewelry,Jewelry,Ring,Mens,New,1,$395.00,42429605589,2025 SPRING,Catalog,Sterling Silver 925,Silver-Tone,,,,,,,,Semi Precious,,"11""",,,,"Stunning ring in rhodium-plated polished sterling silver showcases a faceted center stone made of semi-precious black onyx, a stone of protection, believed to promote physical strength and stamina.  Bulova's signature tuning forks are featured in two rows of top trim as well as on the interior design.  Center stone measures 10MM x 10MM.  Size 11.",https://bulova.widen.net/content/8sxo5saovu/jpeg/BVR1032-WSOXB_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://citizenwatch.widen.net/content/btvgw0nvw4/jpeg/BVR1032-WSOXB-ALT%201.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVR1036-WSAA,Bulova Sterling Silver 925 Luxury Jewelry Mens Ring,Bulova,Jewelry,Jewelry,Ring,Mens,New,1,$395.00,42429605541,2025 SPRING,Catalog,Sterling Silver 925,Silver-Tone,,,,,,,,Black Diamond,,"10""",,,,"Statement ring in rhodium-plated polished sterling silver features an antiqued-black frame encircling a closeup of Chronos, the god of time.  Accented on both sides with a vertical inlay of black diamonds totaling 0.10 CTTW.  Interior design inspired by Bulova's iconic tuning fork logo. Ring top measures 16MM in diameter.  Size 10.",https://bulova.widen.net/content/bfnjwvjsdq/jpeg/BVR1036-WSAA_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://citizenwatch.widen.net/content/l2ew3mtowq/jpeg/BVR1036-WSAA-ALT%201.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVR1036-WSAAB,Bulova Sterling Silver 925 Luxury Jewelry Mens Ring,Bulova,Jewelry,Jewelry,Ring,Mens,New,1,$395.00,42429605534,2025 SPRING,Catalog,Sterling Silver 925,Silver-Tone,,,,,,,,Black Diamond,,"11""",,,,"Statement ring in rhodium-plated polished sterling silver features an antiqued-black frame encircling a closeup of Chronos, the god of time.  Accented on both sides with a vertical inlay of black diamonds totaling 0.10 CTTW.  Interior design inspired by Bulova's iconic tuning fork logo. Ring top measures 16MM in diameter.  Size 11.",https://bulova.widen.net/content/dcmqgyu8fn/jpeg/BVR1036-WSAAB_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://citizenwatch.widen.net/content/l2ew3mtowq/jpeg/BVR1036-WSAA-ALT%201.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVR1050-YSAA,Bulova Sterling Silver 925 Luxury Jewelry Mens Ring,Bulova,Jewelry,Jewelry,Ring,Mens,New,1,$525.00,42429605565,2025 SPRING,Catalog,Sterling Silver 925,Gold-Tone,,,,,,,,Black Diamond,,"10""",,,,"Statement ring in polished 14K gold-plated sterling silver features a raised image of Chronos, the god of time, holding an hourglass and encircled by Roman numerals on a clock.  Accented on both sides with a vertical inlay of black diamonds totaling 0.10 CTTW.  Interior design inspired by Bulova's iconic tuning fork logo.  Ring top measures 16MM in diameter.  Size 10.",https://bulova.widen.net/content/ehfkzvgpfr/jpeg/BVR1050-YSAA_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://citizenwatch.widen.net/content/pcizlrjx1c/jpeg/BVR1050-YSAAB-ALT%201.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
